"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
0,0,0,10,0,0,1,0,6,0,0,0,1,0,0,0,0,8,0,0,0,0,0,3,0,4,0,2,0,2,5,1,0,6,0,3,14,2,14,6,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,1,0,0,0,1,2,3,0,0,0,2,0,1,6,1,1,1,0,2,12,5,1,0,0,0,0,0,2,0,1,0,0,8,3,0,0,0,0,40,0,8,1,1,1,20,1,12,1,0,3,41,19,5,0,50,2,0,4,0,2,23,0,1,0,1,0,1,1,20,0,0,233,241,43,0,0,0,8,2,15,4,2,2,7,0,3,1,22,4,37,0,0,0,0,2,15,33,0,2,1,1,0,1,3,1,1,1,0,0,0,9,3,0,7,1,1,6,1,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,4,1,4,22,12,0,1,3,1,0,1,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,2,0,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,1,8,1,0,0,1,1,0,1,1,6,1,0,34,26,3,0,5,6,42,18,1,9,0,3,5,21,48,0,4,0,0,8,2,27,1,0,11,38,0,79,0,0,1,0,2,2,12,2,0,3,0,1,6,13,1,84,8,6,82,2,0,5,0,1,1,0,2,0,1,0,1,1,0,61,6,2,0,3,0,3,0,0,0,0,2,3,0,0,0,5,3,0,1,0,0,1,3,0,1,1,1,0,11,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,9,0,5,0,5,0,1,1,0,0,0,1,0,8,2,3,0,0,1,0,1,0,0,2,1,0,0,0,14,0,0,3,6,6,1,2,0,1,2,2,0,0,7,0,2,0,1,0,0,0,0,3,0,0,0,168,2,0,4,16,5,0,0,0,0,0,32,23,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,2,2,0,0,2,0,2,0,0,1,0,0,0,2
8,0,0,5,0,0,0,2,5,0,0,2,0,7,0,3,2,1,7,1,5,0,0,1,2,3,4,0,3,0,6,2,3,0,12,0,2,0,7,1,0,3,0,1,0,1,1,4,10,1,1,2,2,5,2,0,2,1,2,8,2,0,2,0,0,0,0,4,0,12,0,4,8,0,1,1,0,0,1,10,0,4,5,1,1,6,18,1,12,5,3,5,5,0,5,2,1,2,1,1,2,0,7,0,0,1,2,4,0,12,3,0,0,1,3,5,8,2,0,3,5,0,1,5,0,0,0,2,12,9,2,8,2,0,0,3,13,31,1,3,0,6,3,13,2,2,6,2,0,16,1,4,1,3,1,0,0,0,1,4,1,0,0,1,0,4,0,4,1,1,4,3,3,1,6,1,4,0,0,0,0,2,2,0,1,3,0,0,0,0,0,3,3,3,0,2,0,0,0,9,1,0,6,0,2,1,1,1,1,4,2,3,2,1,1,0,2,0,1,0,1,0,2,0,7,0,0,1,4,0,10,1,2,15,2,5,1,4,2,0,2,2,2,1,0,0,1,12,1,3,1,6,3,13,6,3,2,2,3,1,2,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,2,1,0,0,2,0,0,0,2,1,2,0,2,2,0,1,0,5,2,2,0,2,0,2,1,1,0,2,1,0,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,5,5,0,0,0,0,0,1,0,0,0,1,2,1,1,2,0,0,1,2,0,3,0,2,1,1,2,0,1,1,0,0,0,0,0,0,1,0,2,2,0,0,1,1,1,0,1,4,2,0,1,0,4,3,0,4,3,2,5,2,2,3,0,0,1,0,4,0,1,2,0,2,2,0,0,0,0,0,5,0,1,1,0,2,1,0,0,0,2,0,1,0,14,1,1,1,5,2,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,1,0,4,1,3,3,0,0,0,1,3,0,1,0,3,1,1,3,4,1,0,0,1,1,1,0,2,0,1,1,1,0,0,1,0,0,2,0,1,2,1,0,3,2,0,0,2,0,4,1,4,1,0,0,2,0,0,0,0,0
24,8,2,2,4,9,14,28,12,2,1,3,12,4,12,4,13,1,27,7,12,15,7,39,8,19,32,9,24,6,14,15,2,1,4,5,3,14,4,7,7,19,6,2,1,11,22,1,1,4,1,31,2,1,1,11,15,25,8,0,5,7,1,5,16,15,16,8,3,2,7,1,12,1,12,13,8,11,13,1,1,20,8,12,1,9,3,13,7,5,15,10,11,3,2,5,12,7,1,9,3,3,3,5,3,2,1,1,2,12,0,2,22,1,0,4,0,8,5,6,1,2,3,6,1,2,6,0,5,2,4,14,17,12,31,7,37,12,6,24,5,2,7,14,9,2,15,9,12,9,11,28,23,14,8,12,4,2,19,13,1,5,0,3,5,0,31,3,7,14,29,3,3,6,0,1,28,3,11,23,38,16,0,13,2,0,3,11,3,20,4,26,28,4,3,16,0,3,1,4,0,6,1,1,7,2,15,2,6,8,22,3,7,0,32,18,2,0,15,0,23,13,11,14,7,6,8,9,4,1,1,3,10,7,15,14,15,6,6,3,3,4,6,11,7,3,8,9,7,10,0,5,3,10,0,5,3,4,50,7,15,1,9,19,30,1,7,2,9,51,25,13,20,16,3,16,21,32,9,4,14,15,0,0,5,2,16,9,2,1,17,2,0,10,8,14,10,1,14,20,16,9,9,10,9,9,3,1,9,3,7,15,16,7,6,3,8,0,14,2,14,5,23,25,7,27,5,20,4,8,4,7,17,10,9,1,15,13,11,11,16,16,0,8,0,23,5,4,18,10,11,8,6,5,6,9,12,3,11,5,1,0,14,13,2,3,1,0,18,10,10,16,7,9,14,5,8,12,11,26,21,9,6,1,31,26,18,60,24,87,47,27,27,47,47,2,31,52,27,36,95,2,53,62,96,25,27,20,7,44,98,52,13,4,53,3,28,15,2,5,36,9,25,24,9,16,18,29,17,12,10,24,39,16,40,22,19,19,4,31,2,22,7,35,21,30,46,38,6,11,6,20,19,7,12,19,56,120,42,11,65,43,26,25,6,32,17,26,36,13,63,22,22,32,11,12,7,5,9,2,26,29,27,4,43,14,12,12,19,3,4,9,8,24,30,28,2,16,14,7,15,18,4,5,31,18,25,40,12,29,23,9
2,4,4,4,2,4,4,5,1,0,1,1,5,5,6,4,2,1,2,0,1,3,0,1,3,39,16,5,38,32,91,7,5,1,28,36,15,17,5,14,10,10,16,11,9,4,9,36,18,6,9,6,8,2,11,6,5,47,18,11,2,13,10,6,7,1,8,9,0,1,5,4,16,9,9,29,5,3,7,1,5,2,4,6,3,9,8,31,2,11,1,1,1,0,2,3,1,0,0,2,20,3,3,4,7,3,0,2,12,31,2,8,4,1,0,2,6,2,7,19,10,1,7,10,3,1,5,2,2,4,4,0,1,5,6,1,3,3,0,3,2,1,1,3,11,4,8,7,4,40,5,8,1,2,6,9,0,1,7,1,2,21,4,0,8,9,7,23,5,3,5,0,4,1,5,6,6,2,2,4,23,13,8,12,2,1,7,9,4,4,3,2,0,7,0,3,2,7,3,4,1,1,5,4,3,8,6,3,3,5,10,15,0,1,0,3,0,5,4,3,8,5,0,17,9,8,1,8,14,16,21,5,5,1,5,5,3,0,0,0,9,1,1,3,0,2,6,3,21,17,4,6,0,7,6,5,0,0,2,0,8,1,1,5,0,2,0,3,1,0,2,1,13,4,4,0,8,0,10,1,6,6,0,1,6,1,1,1,3,2,0,1,0,3,5,25,0,7,5,5,2,14,13,1,1,0,21,7,2,3,0,3,5,3,3,0,3,1,5,7,2,2,0,4,10,1,4,4,2,1,0,5,5,0,2,5,5,8,0,4,0,2,3,0,0,0,2,1,5,3,7,11,1,9,10,3,2,0,10,7,3,4,2,3,0,6,1,1,3,5,21,14,16,10,3,3,1,8,1,3,14,4,14,0,6,3,4,0,3,2,3,1,2,2,2,2,1,1,5,0,4,1,2,0,0,1,2,1,1,1,0,3,0,0,0,0,4,3,1,0,1,2,1,2,1,0,3,1,15,9,1,3,2,2,3,0,5,4,0,7,1,3,0,3,2,2,1,3,5,3,3,6,14,6,0,0,4,22,8,3,2,1,17,10,1,1,3,0,3,7,4,3,1,18,4,1,5,10,3,0,10,2,9,3,0,1,3,5,7,2,2,5,1,2,3,3,0,3,6,5,11,5,0,1,0,7,6,10,0,3,4,2
0,0,7,3,0,10,5,1,5,0,0,0,2,2,2,0,0,0,0,2,2,0,0,2,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0,1,0,0,0,1,0,3,0,2,1,0,0,0,3,2,1,1,5,2,0,2,0,1,10,0,0,0,2,0,3,1,0,0,0,3,1,1,0,2,0,2,0,0,0,1,0,0,5,2,2,1,1,0,0,1,6,0,1,0,1,2,0,0,0,0,1,0,2,2,0,1,0,1,1,1,0,0,2,0,3,2,0,2,0,5,0,0,1,4,0,3,0,1,0,2,0,0,2,0,1,1,1,0,3,1,1,0,0,0,1,0,3,2,1,5,7,1,4,2,3,0,3,3,1,0,1,2,0,1,1,1,3,1,1,0,1,0,1,0,1,0,0,1,9,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,2,8,0,1,0,0,0,1,0,3,0,2,1,9,0,0,0,1,0,3,3,0,1,2,1,2,3,2,2,1,4,6,1,5,21,1,0,4,1,0,1,0,4,2,4,0,0,3,1,0,0,1,1,1,3,4,0,2,0,4,1,1,0,2,0,0,0,2,4,2,1,0,1,0,0,0,3,0,0,7,0,0,2,0,0,0,0,0,0,0,4,1,0,0,4,2,1,0,1,1,1,0,0,0,1,2,1,1,0,2,5,0,0,5,0,8,0,0,0,0,1,4,0,2,0,0,1,2,6,1,1,0,0,2,1,1,2,5,1,1,1,2,7,0,1,3,9,1,1,0,1,0,2,0,3,0,2,1,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,6,3,0,2,2,1,0,0,3,0,1,0,2,3,0,0,0,1,7,1,2,3,5,2,0,2,0,1,13,2,0,0,0,0,1,4,5,1,1,1,1,0,0,2,1,0,2,0,2,2,6,1,0,0,2,0,0,0,5,0,1,1,0,0,3,1,1,1,0,0,2,0,1,0,0,2,1,3,4,1,3,1,5,0,0,2,1,1,1,1,0,1,1,0,8,6,8,5,6,0,1,1,0,0,1,1,0,1,0,1,2,1,1,1,0,0,0,2,0,1,1,2
45,36,54,43,9,48,44,27,12,5,16,23,12,5,15,14,25,23,42,27,14,13,5,31,33,26,35,65,18,25,46,25,4,36,47,22,9,12,10,11,17,30,60,38,11,1,40,13,5,7,4,11,9,6,35,22,15,42,19,14,7,11,9,4,69,16,48,52,37,32,23,21,39,17,49,37,13,44,18,24,17,38,23,32,21,44,35,26,56,24,5,14,13,13,25,29,8,4,2,4,9,7,14,18,4,2,4,4,26,61,3,11,11,8,10,10,17,6,14,14,7,27,20,22,7,6,11,8,9,3,8,6,8,9,8,11,27,19,12,15,5,9,11,6,13,3,16,35,9,36,15,18,7,9,17,13,7,2,9,12,11,19,4,5,8,8,24,10,14,30,18,10,6,11,5,10,20,8,7,7,21,6,11,12,5,9,8,14,8,8,13,11,15,9,2,16,5,19,21,11,19,9,24,14,8,16,6,4,15,13,7,16,28,39,36,49,13,3,26,22,40,26,58,45,11,7,4,2,9,4,6,12,13,20,8,8,9,7,17,10,2,4,16,29,7,14,10,18,12,24,7,25,6,33,18,26,7,12,3,9,15,13,9,12,11,9,20,14,21,78,42,50,16,25,9,11,3,23,22,16,19,17,5,8,25,4,10,13,8,8,10,8,12,2,5,7,16,8,18,15,12,10,20,13,5,10,17,21,24,6,12,17,15,17,16,25,13,18,15,5,22,20,13,16,12,5,4,8,11,4,7,8,8,6,0,7,2,2,2,13,6,8,9,3,1,15,3,6,5,8,12,6,13,35,15,12,9,5,17,6,6,6,10,5,5,9,5,3,47,33,19,45,20,8,34,34,50,32,30,25,28,16,12,9,5,7,2,4,6,10,7,9,5,7,4,3,5,6,7,4,6,8,10,12,4,2,2,6,7,6,5,5,4,2,7,2,6,8,5,9,11,11,4,8,3,7,12,12,6,19,8,9,5,3,4,2,5,7,3,7,3,2,2,11,3,5,7,1,9,4,9,12,9,5,6,4,14,11,12,1,8,8,11,12,5,22,6,15,13,10,15,16,11,9,9,6,21,7,12,18,10,5,7,6,8,7,12,7,4,5,10,10,5,4,10,10,10,24,14,16,4,10,5,6,16,11,3,10,9,5,6,8
0,4,2,1,1,7,0,3,0,7,4,2,11,0,4,3,6,6,7,0,6,0,9,4,1,10,3,5,0,6,4,8,8,0,6,12,0,3,0,13,0,4,7,7,8,6,0,11,1,8,8,0,1,3,2,2,1,14,0,0,7,3,6,0,0,0,0,0,5,0,7,0,13,3,11,5,0,0,9,18,12,0,0,4,4,0,19,0,4,0,5,10,9,1,1,2,5,7,6,0,0,1,7,0,18,17,4,2,3,2,0,8,5,1,0,4,6,3,3,5,2,10,9,4,1,4,6,0,8,2,7,3,0,3,6,1,18,15,8,6,15,24,7,3,7,6,6,7,1,1,0,0,4,0,9,8,8,5,5,0,8,8,9,9,7,1,1,5,0,0,4,8,26,6,1,18,0,13,0,0,3,1,11,3,23,15,19,24,12,1,3,6,4,21,12,16,2,16,7,1,1,11,8,1,6,9,14,3,1,19,7,14,3,6,3,1,4,2,6,6,1,0,0,5,19,10,16,13,4,15,6,1,0,0,3,2,6,12,0,5,7,6,13,2,5,8,0,0,3,0,6,18,1,0,2,3,8,7,8,0,16,0,15,0,0,1,5,5,2,1,1,6,10,0,12,11,3,9,9,11,0,4,4,1,8,0,8,4,0,14,3,1,5,0,7,11,0,6,15,3,13,11,24,13,11,2,0,6,4,10,0,1,12,0,1,9,6,2,7,8,6,6,4,0,7,15,0,14,18,0,13,5,13,23,0,13,17,15,13,4,0,12,1,17,0,9,15,4,0,4,0,13,11,8,2,6,1,3,22,18,12,11,10,0,4,3,10,6,4,4,1,4,0,7,7,2,1,0,0,8,15,14,4,3,1,13,13,11,1,12,5,3,8,20,13,18,2,12,7,9,11,9,1,1,5,6,2,0,12,8,0,9,3,11,13,0,8,16,0,13,9,7,8,7,15,0,6,0,2,20,0,16,11,8,0,10,0,0,3,8,15,0,0,21,0,5,13,6,1,0,12,10,8,5,8,7,11,0,3,6,8,3,9,3,0,6,0,12,12,0,0,6,12,12,20,0,8,7,0,1,13,9,7,5,0,4,4,3,5,10,0,2,24,9,2,14,9,6,2,7,0,14,0,11,0,6,4,4,16,0,0,0
39,10,16,12,21,16,6,4,4,2,6,17,5,11,26,13,19,15,10,10,5,1,8,26,9,24,4,8,15,4,25,30,12,32,24,19,36,11,25,41,9,28,15,4,10,15,8,4,15,8,12,17,4,10,26,11,9,11,12,12,9,10,11,19,18,16,28,34,21,45,33,20,9,4,3,3,27,23,6,9,2,3,7,5,1,7,3,3,7,4,2,12,7,2,12,13,18,2,2,18,3,6,11,5,20,11,9,4,38,43,34,13,12,3,22,16,24,31,17,28,14,7,5,4,9,3,16,11,5,2,24,28,0,8,5,10,32,46,15,15,2,18,18,14,17,29,3,40,10,2,5,13,3,15,24,12,3,14,11,10,18,12,5,6,7,13,32,26,8,6,13,14,9,5,11,1,1,5,2,5,14,3,11,8,12,2,5,4,3,7,5,4,6,17,2,6,12,24,6,6,12,3,25,14,16,4,4,22,2,1,1,2,3,4,6,6,6,9,3,1,2,1,2,7,4,2,4,4,7,4,0,5,6,9,4,3,5,2,2,3,27,3,8,29,11,12,12,11,5,4,5,10,15,8,28,3,16,11,0,25,6,1,4,5,8,8,12,10,0,3,1,3,11,12,21,19,17,8,10,12,6,44,29,23,24,17,14,11,30,38,2,2,22,15,6,29,4,4,6,7,16,9,16,23,16,4,10,15,5,12,20,26,18,19,21,19,5,14,20,8,4,3,9,11,5,4,5,6,6,10,11,3,4,2,7,10,1,4,1,0,4,1,1,3,1,6,4,2,2,1,2,3,7,3,6,6,5,2,1,2,2,1,0,3,2,2,4,4,3,3,4,2,6,0,2,3,1,2,8,2,3,2,7,1,2,5,15,17,0,20,9,4,8,8,18,0,11,22,23,8,6,1,4,4,5,8,3,5,9,5,10,1,2,5,10,8,34,10,9,10,4,8,16,19,3,9,8,4,20,6,9,11,7,8,4,5,16,10,9,6,10,6,11,9,3,3,15,7,3,1,3,11,8,13,7,7,10,7,6,3,1,8,21,15,2,2,17,24,33,42,8,3,2,4,7,2,14,19,9,6,9,9,6,4,5,2,3,6,7,2,4,7,1,4,9,5,10,1,10,10,9,6,3,3,13,5,5,14,5,7,6,3
0,3,0,0,0,0,4,3,2,1,5,0,3,2,0,1,0,3,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,3,7,13,5,1,2,3,2,0,0,5,0,3,0,2,2,1,0,0,1,1,5,0,0,0,3,0,4,4,6,1,2,0,4,1,1,11,5,1,1,0,0,0,3,1,2,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,8,0,1,0,2,0,0,1,2,0,5,0,11,4,2,8,6,5,1,1,1,3,6,4,6,2,0,0,0,0,4,0,3,1,3,0,0,1,2,0,4,2,8,9,0,3,2,1,0,0,15,4,1,13,1,1,2,2,1,0,0,1,1,0,0,3,6,1,2,0,1,3,1,2,0,0,2,1,28,5,0,1,0,1,3,0,0,1,1,0,0,0,0,2,0,0,1,2,1,2,0,1,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2,0,3,2,2,2,3,1,1,0,0,0,2,0,7,0,3,4,0,2,0,0,6,1,3,6,0,0,0,0,0,0,0,0,2,1,4,1,0,1,0,0,1,2,0,0,0,1,1,0,2,1,0,2,5,0,1,2,0,6,1,1,3,0,3,0,0,0,0,0,0,1,0,4,0,1,2,7,0,0,3,1,3,2,1,4,3,4,4,4,4,2,0,2,0,0,0,0,0,0,9,0,3,0,1,0,0,0,6,2,5,5,1,7,3,15,8,4,3,1,1,0,1,0,0,0,4,1,1,1,7,0,0,0,2,0,1,0,0,0,4,3,0,0,1,0,3,1,0,2,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,3,1,3,0,0,1,4,2,0,1,0,0,0,1,1,4,2,3,8,1,12,3,0,3,0,2,1,0,4,5,1,6,0,0,1,0,0,0,2,2,0,3,5,2,1,1,4,0,0,0,4,3,0,0,2,3,2,0,1,7,3,1,1,11,2,2,0,1,0,1,2,0,1,0
7,3,10,7,1,17,1,3,33,2,0,1,0,11,0,1,21,13,2,1,4,0,1,1,1,1,6,2,8,0,5,2,1,3,22,12,4,0,14,6,0,3,7,3,0,29,0,10,0,18,5,3,0,1,1,1,4,2,0,2,0,2,0,2,6,3,5,16,1,2,27,11,16,1,4,2,8,1,1,2,1,0,6,3,2,0,4,0,53,3,1,12,2,0,0,1,14,3,1,0,1,0,0,3,1,0,0,0,8,7,3,2,38,1,2,3,0,0,3,1,4,11,0,2,2,0,5,0,2,1,4,6,6,4,7,4,9,4,7,8,3,15,15,6,15,12,0,11,2,4,0,24,2,8,8,18,6,0,12,0,3,10,9,2,2,1,10,11,16,8,34,10,6,0,3,0,3,0,3,1,11,4,0,1,26,4,2,12,9,13,9,3,12,6,11,12,3,82,71,16,2,7,13,2,14,14,13,9,1,2,1,5,1,5,1,0,0,1,2,1,1,5,0,5,1,0,0,0,0,1,1,0,0,5,4,3,2,0,2,0,2,1,2,2,7,5,1,1,5,4,3,10,2,10,12,1,1,0,0,0,2,5,2,1,2,5,12,7,1,0,0,3,2,3,9,3,0,0,8,6,0,12,3,0,1,0,6,2,1,2,0,6,0,0,0,2,2,0,2,0,4,1,1,1,2,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,16,3,2,5,1,6,2,3,2,0,1,5,1,3,1,0,2,0,0,0,0,1,0,0,0,4,1,1,0,2,1,7,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,18,2,7,0,1,1,1,8,3,5,6,0,3,0,1,0,13,2,0,2,0,10,2,19,0,2,0,1,1,1,2,6,6,1,1,3,4,2,1,3,1,5,1,3,2,4,7,2,1,1,0,0,3,4,4,9,2,0,0,4,11,2,6,10,0,5,2,5,14,4,4,6,1,3,7,4,1,5,0,0,3,4,4,4,3,0,0,1,0,0,0,0,2,0,2,4,2,1,9,0,1,1,0,0,0,9,1,4,1,0,2,1,1,1,6,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,3,0,0,0,2,0,1,0,0
0,2,1,1,0,0,8,2,14,9,3,4,7,0,11,0,4,3,2,3,11,9,1,0,25,19,0,29,28,18,12,28,7,2,7,3,13,1,19,34,0,3,3,2,4,1,4,2,14,8,0,4,3,11,0,8,3,7,3,5,3,5,9,16,1,13,7,15,4,6,6,6,5,6,5,10,12,11,11,9,21,22,12,19,17,4,3,10,2,3,1,6,16,4,5,11,7,7,13,13,36,21,0,3,1,6,5,6,11,7,12,21,29,10,0,2,6,11,8,19,9,22,26,0,1,0,9,0,24,12,3,11,25,0,4,3,28,7,6,15,1,9,15,0,4,9,0,4,6,31,10,6,0,4,2,6,8,8,15,42,0,2,7,4,9,1,26,11,1,6,5,3,2,3,13,8,31,9,2,16,9,6,0,2,0,0,3,2,2,0,3,11,1,6,1,4,0,2,10,7,1,0,0,7,0,1,4,0,4,6,7,15,15,37,5,2,4,3,8,1,18,10,0,8,4,1,7,15,9,10,16,9,4,13,32,1,10,7,8,1,5,4,17,5,6,4,1,1,6,1,1,9,11,10,3,7,6,20,19,10,6,1,11,6,5,4,30,21,11,20,0,7,27,19,8,13,9,2,0,1,32,2,2,4,29,13,17,14,13,7,5,20,1,11,14,11,23,7,63,25,21,6,11,14,3,23,40,49,21,24,49,63,33,52,6,26,6,46,11,17,4,1,3,9,1,35,1,13,20,7,9,7,8,15,6,3,2,71,15,13,29,34,40,9,21,28,3,20,3,8,34,18,7,0,8,6,2,8,1,0,37,42,17,41,1,0,43,40,6,14,4,14,0,11,8,4,12,20,43,12,15,40,30,16,9,16,5,6,11,17,18,2,8,7,6,14,17,6,13,11,3,21,1,10,5,5,27,5,4,0,5,4,32,18,9,59,1,7,6,7,9,10,15,4,5,0,4,6,5,4,8,7,10,0,8,10,6,8,1,7,4,6,2,5,4,1,5,0,1,0,23,0,18,16,13,7,2,22,4,9,6,7,4,14,7,15,23,20,3,20,33,34,9,4,24,10,18,25,9,5,36,12,56,15,13,15,3,12,20,8,6,11,21,9,29,31,0,6,3,4,21,0,1,9,0,0,7,13,4,0,15,13
0,1,8,0,0,0,1,1,3,16,0,0,2,0,0,8,0,2,0,0,8,3,0,0,15,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,5,3,0,1,0,0,0,0,0,0,0,0,8,4,1,4,8,3,14,0,0,7,2,12,4,3,5,0,5,24,1,2,5,5,0,1,2,3,0,0,1,0,4,0,1,1,4,2,21,2,13,4,2,0,0,0,0,0,17,0,0,1,2,0,2,1,1,0,0,0,2,0,0,3,0,0,2,0,1,4,0,0,0,0,19,0,0,0,1,5,0,4,3,5,1,0,4,0,2,2,0,0,6,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,5,2,0,2,1,0,4,5,0,1,1,0,0,0,4,0,2,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,6,0,0,0,0,0,3,0,0,0,16,1,2,1,0,0,5,2,0,0,1,0,1,7,0,0,0,0,6,1,0,0,3,0,2,0,3,0,1,0,0,1,1,0,1,0,0,0,1,2,0,2,3,2,1,4,0,1,1,11,4,9,4,2,1,8,0,2,0,1,4,4,0,0,3,13,25,1,0,1,0,3,0,0,1,0,5,0,0,4,0,0,1,0,1,6,0,5,0,3,4,0,1,0,1,1,7,6,1,0,5,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,1,0,1,0,0,0,0,2,0,5,5,2,0,1,0,2,0,0,0,0,0,2,0,1,7,1,2,1,0,4,2,0,1,3,2,0,10,0,0,0,6,23,0,28,4,0,2,0,6,3,0,2,6,0,0,3,0,0,1,2,2,1,0,7,0,0,1,0,0,3,3,0,1,3,1,2,0,0,0,0,1,0,0,4,3,17,1,0,0,0,0,0,0,6,5,4,0,1,0,1,0,0,1,1,2,0,3,0,3,1,0,0,3,3,0,1,2,11,0,0,0,0,1,0,1,0,25,6,7,5,0,2,3,0,3,0,0,1,0,0,0
