Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Peptidyl-Lysine Modification (GO:0018205),0.2745141273042579,0.245658214849648,0.2934096203468829,0.2380545074196623,0.2353457425764912,0.2573964424993885,0.6593531280815934
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),0.2370914379365691,0.3216175440778469,0.26397543620966,0.3197384638809208,0.1488055973319645,0.25824569588739227,0.3663722295697449
Regulation Of Cell Morphogenesis (GO:0022604),0.317581597839384,0.3251006253280807,0.240279458407716,0.2067949826867103,0.2066259881727942,0.25927653048693705,0.6593531280815934
Neuron Development (GO:0048666),0.2516282896471717,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2655353544302424,0.26184234788335903,0.6593531280815934
Regulation Of Protein Import Into Nucleus (GO:0042306),0.3422259821830224,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.2623176796994519,0.6593531280815934
Cellular Response To Organic Cyclic Compound (GO:0071407),0.2516282896471717,0.2661838137154758,0.2697931844296941,0.2598818504654121,0.2655353544302424,0.2626044985375992,0.6593531280815934
Positive Regulation Of Histone Acetylation (GO:0035066),0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.6895966718948799
Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620),0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.1617274964423233
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.6895966718948799
Endoderm Development (GO:0007492),0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.6895966718948799
Regulation Of ATP Biosynthetic Process (GO:2001169),0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.6895966718948799
Protein Localization To Vacuole (GO:0072665),0.2600047705272884,0.2661838137154758,0.2697931844296941,0.2560710971942112,0.2628852275046383,0.2629876186742615,0.6895966718948799
Protein Catabolic Process (GO:0030163),0.2866600960645887,0.245658214849648,0.2503039514684358,0.2977338346649303,0.2353457425764912,0.2631403679248188,0.6593531280815934
Protein Complex Oligomerization (GO:0051259),0.2370914379365691,0.245658214849648,0.3047939400964174,0.293379400947433,0.2353457425764912,0.2632537472813117,0.4474848022536893
Protein Tetramerization (GO:0051262),0.2565320536982049,0.2661838137154758,0.2697931844296941,0.2595832203212193,0.2655353544302424,0.2635255253189673,0.8427958274969553
Cellular Response To Reactive Oxygen Species (GO:0034614),0.2565320536982049,0.2661838137154758,0.2697931844296941,0.2595832203212193,0.2655353544302424,0.2635255253189673,0.6593531280815934
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.2370914379365691,0.245658214849648,0.2503039514684358,0.3503017386411332,0.2353457425764912,0.26374021709445544,0.6593531280815934
Positive Regulation Of Response To Biotic Stimulus (GO:0002833),0.2370914379365691,0.3601335625886322,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.2641858403979581,0.7132990019952431
Regulation Of Chemokine Production (GO:0032642),0.3522574623368027,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.264323975730208,0.4076551092723837
Positive Regulation Of Lamellipodium Assembly (GO:0010592),0.2815529084799583,0.1632693922382464,0.2990130027111484,0.2865641547703209,0.2949720859793997,0.2650743088358148,0.6593531280815934
Regulation Of MAPK Cascade (GO:0043408),0.2932020967602888,0.245658214849648,0.3110734182112096,0.2384210420706499,0.2381782407002967,0.26530660251841864,0.6593531280815934
Regulation Of Multicellular Organism Growth (GO:0040014),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.4076551092723837
Nucleotide-Sugar Biosynthetic Process (GO:0009226),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Regulation Of Cellular Response To Heat (GO:1900034),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.6593531280815934
Digestive Tract Morphogenesis (GO:0048546),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.6593531280815934
Endoplasmic Reticulum To Cytosol Transport (GO:1903513),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.6593531280815934
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.6593531280815934
Regulation Of Amyloid-Beta Clearance (GO:1900221),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Protein Localization To Cell-Cell Junction (GO:0150105),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
T Cell Homeostasis (GO:0043029),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Dendritic Cell Chemotaxis (GO:0002407),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.7006442454170451
Sympathetic Nervous System Development (GO:0048485),0.2618313326606592,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2655353544302424,0.2656167926157039,0.6593531280815934
Nucleosome Organization (GO:0034728),0.2600047705272884,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2693270465068996,0.2660098186043612,0.849660365807683
Regulation Of DNA Replication (GO:0006275),0.2600047705272884,0.2695473559226524,0.2712880695995534,0.2598818504654121,0.2693270465068996,0.2660098186043612,0.7293731172115524
mRNA Metabolic Process (GO:0016071),0.2630336609440732,0.2789236987543003,0.2503039514684358,0.2702858811870623,0.276004088026261,0.26771025607602655,0.6784070449408414
Actomyosin Structure Organization (GO:0031032),0.2618313326606592,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.268343356027201,0.8518477558627084
Positive Regulation Of Response To Stimulus (GO:0048584),0.2618313326606592,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.268343356027201,0.8518477558627084
Proteolysis Involved In Protein Catabolic Process (GO:0051603),0.2618313326606592,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2684686426335232,0.6593531280815934
Regulation Of Nucleocytoplasmic Transport (GO:0046822),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.6593531280815934
Protein Localization To Endoplasmic Reticulum (GO:0070972),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.6593531280815934
Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.6593531280815934
Reverse Cholesterol Transport (GO:0043691),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.6593531280815934
Positive Regulation Of Stem Cell Proliferation (GO:2000648),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Chondroitin Sulfate Metabolic Process (GO:0030204),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.6593531280815934
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.4241424045465394
Autonomic Nervous System Development (GO:0048483),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Regulation Of Stem Cell Proliferation (GO:0072091),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Cellular Response To Gamma Radiation (GO:0071480),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426),0.2630336609440732,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.2685838216838838,0.7132990019952431
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Negative Regulation Of Cellular Component Organization (GO:0051129),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Positive Regulation Of Amyloid-Beta Formation (GO:1902004),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Facultative Heterochromatin Formation (GO:0140718),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Mesenchyme Development (GO:0060485),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Regulation Of Oxidative Phosphorylation (GO:0002082),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Carboxylic Acid Biosynthetic Process (GO:0046394),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Positive Regulation By Host Of Viral Process (GO:0044794),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Microtubule Depolymerization (GO:0007019),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Regulation Of Aerobic Respiration (GO:1903715),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Prostaglandin Biosynthetic Process (GO:0001516),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
Toll-Like Receptor 4 Signaling Pathway (GO:0034142),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Positive Regulation Of Protein Localization To Membrane (GO:1905477),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6623396613508814
"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Positive Regulation Of Catabolic Process (GO:0009896),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.6593531280815934
Ribosomal Small Subunit Assembly (GO:0000028),0.2630336609440732,0.2726888943269179,0.2735826024520059,0.2639390407271239,0.2711020458256878,0.2688692488551617,0.7143195289416082
ERAD Pathway (GO:0036503),0.267412066069245,0.2837917268011345,0.2849653983860896,0.2732636492485941,0.2353457425764912,0.2689557166163109,0.4076551092723837
Chromatin Organization (GO:0006325),0.2630336609440732,0.2793229044813889,0.2503039514684358,0.27085867670267,0.283580335262484,0.26941990577181035,0.6593531280815934
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.267412066069245,0.245658214849648,0.2849653983860896,0.27085867670267,0.2816642670021695,0.27011172460196436,0.484577512749614
Defense Response To Virus (GO:0051607),0.2773286610143205,0.2993941459119194,0.3017658989979425,0.2380545074196623,0.236724376338909,0.27065351793655074,0.6593531280815934
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Positive Regulation Of DNA Replication (GO:0045740),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Nucleosome Disassembly (GO:0006337),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Myoblast Fusion (GO:0007520),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Regulation Of Protein Neddylation (GO:2000434),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Renal Absorption (GO:0070293),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Positive Regulation Of Monocyte Chemotaxis (GO:0090026),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.6593531280815934
Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.6593531280815934
Maintenance Of Protein Localization In Organelle (GO:0072595),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.6593531280815934
Maintenance Of Gastrointestinal Epithelium (GO:0030277),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.6593531280815934
Dendritic Cell Migration (GO:0036336),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),0.2630336609440732,0.2747328702713449,0.2772570204966455,0.2675402843946415,0.2720755842007846,0.270927884061498,0.71684934294807
Ribosomal Small Subunit Biogenesis (GO:0042274),0.2630336609440732,0.2747328702713449,0.2777267022477604,0.2702858811870623,0.2758130842256172,0.2723184397751716,0.8700322739334576
Positive Regulation Of Chemokine Production (GO:0032722),0.3958229912520826,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.2735657791806244,0.3663722295697449
Regulation Of Cell Migration (GO:0030334),0.2994154142630351,0.3253778403189103,0.2697931844296941,0.2380545074196623,0.2353457425764912,0.27359733780155865,0.6895966718948799
Negative Regulation Of Protein Ubiquitination (GO:0031397),0.3988434410731965,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.2741698691448472,0.6593531280815934
Regulation Of Lymphocyte Differentiation (GO:0045619),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Regulation Of Granulocyte Chemotaxis (GO:0071622),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Skeletal Muscle Contraction (GO:0003009),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Atrioventricular Valve Morphogenesis (GO:0003181),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.6593531280815934
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.6593531280815934
Positive Regulation Of Histone Methylation (GO:0031062),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Gastrulation (GO:0007369),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Superoxide Anion Generation (GO:0042554),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.7233942722952652
Release Of Cytochrome C From Mitochondria (GO:0001836),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.4474848022536893
Cellular Response To Misfolded Protein (GO:0071218),0.267412066069245,0.2793229044813889,0.2811147168535509,0.2702858811870623,0.2758130842256172,0.27478973056337286,0.4474848022536893
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.2630336609440732,0.2793229044813889,0.2811147168535509,0.27085867670267,0.2796797858947226,0.2748019489752811,0.6593531280815934
Regulation Of Actin Cytoskeleton Organization (GO:0032956),0.2708308744723539,0.2878968710561396,0.2503039514684358,0.2765303133217858,0.2885756193380389,0.2748275259313508,0.7006442454170451
Lymphocyte Differentiation (GO:0030098),0.2708308744723539,0.2878968710561396,0.2503039514684358,0.2765303133217858,0.2885756193380389,0.2748275259313508,0.6593531280815934
Protein Localization (GO:0008104),0.4846992570933226,0.2718881915021393,0.2735826024520059,0.1704752564405475,0.177087636799173,0.27554658885743766,0.3386036590903055
Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),0.4072668032993616,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2381782407002967,0.27596565047767835,0.7750194611403026
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),0.289711116117152,0.3038643374254458,0.1941776109994797,0.293379400947433,0.3021674442723597,0.276659981952374,0.6593531280815934
Regulation Of Neuron Projection Development (GO:0010975),0.2630336609440732,0.2811480475950717,0.2849653983860896,0.27085867670267,0.283580335262484,0.27671722377807767,0.6593531280815934
Positive Regulation Of Protein Catabolic Process (GO:0045732),0.2370914379365691,0.2880936395106104,0.2920547392496535,0.2804522612264314,0.2892599292493102,0.2773904014345149,0.6593531280815934
Positive Regulation Of Defense Response (GO:0031349),0.3235105467116647,0.3372391834843764,0.2503039514684358,0.2384210420706499,0.2381782407002967,0.2775305928870847,0.7143195289416082
T Cell Mediated Immunity (GO:0002456),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Regulation Of Smooth Muscle Contraction (GO:0006940),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Microglial Cell Activation (GO:0001774),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.6593531280815934
Negative Regulation Of Microtubule Depolymerization (GO:0007026),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Negative Regulation Of Viral Life Cycle (GO:1903901),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Peripheral Nervous System Development (GO:0007422),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
protein-DNA Complex Disassembly (GO:0032986),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.2796797858947226,0.2780252924513941,0.7293731172115524
Negative Regulation Of GTPase Activity (GO:0034260),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.484577512749614
Positive Regulation Of T Cell Cytokine Production (GO:0002726),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.484577512749614
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.6593531280815934
Aminoglycan Biosynthetic Process (GO:0006023),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.742145458059782
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.742145458059782
Peptide Catabolic Process (GO:0043171),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.742145458059782
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.742145458059782
Regulation Of Cardiac Conduction (GO:1903779),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2846468299991079,0.282815495806112,0.742145458059782
Regulation Of Epithelial Cell Proliferation (GO:0050678),0.2708308744723539,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.2885756193380389,0.2828646031075174,0.7006442454170451
Negative Regulation Of Autophagy (GO:0010507),0.2380417442982066,0.2510976348362672,0.4353684412812209,0.2477566126351718,0.2468827831180634,0.28382944323378595,0.1617274964423233
Positive Regulation Of Neuron Projection Development (GO:0010976),0.2712413687594854,0.2880936395106104,0.2920547392496535,0.2804522612264314,0.2892599292493102,0.28422038759909823,0.6593531280815934
Positive Regulation Of Protein Modification Process (GO:0031401),0.3218452310477013,0.3372391834843764,0.26397543620966,0.2493372105049229,0.253854916493796,0.28525039554809134,0.6593531280815934
Heterochromatin Organization (GO:0070828),0.2370914379365691,0.245658214849648,0.3549908571118305,0.3543077191627971,0.2353457425764912,0.28547879432746714,0.5253313863783337
Protein Peptidyl-Prolyl Isomerization (GO:0000413),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
Ribosomal Large Subunit Assembly (GO:0000027),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
Response To Gamma Radiation (GO:0010332),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
Postreplication Repair (GO:0006301),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.6593531280815934
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
Dendritic Cell Differentiation (GO:0097028),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.6593531280815934
Cellular Response To Interferon-Beta (GO:0035458),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
NAD Metabolic Process (GO:0019674),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.7518567142436201
Regulation Of Histone Acetylation (GO:0035065),0.2773286610143205,0.2922113614896583,0.2934096203468829,0.2822806374675779,0.2892599292493102,0.28689804191355,0.6593531280815934
Muscle Contraction (GO:0006936),0.2745141273042579,0.2922113614896583,0.2934096203468829,0.2835758306530124,0.2949720859793997,0.2877366051546423,0.6593531280815934
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),0.2773286610143205,0.2972787676551901,0.2990130027111484,0.2866242951870198,0.2980013593151163,0.29164921717655906,0.4241424045465394
Positive Regulation Of Protein Targeting To Membrane (GO:0090314),0.2815529084799583,0.2972787676551901,0.2990130027111484,0.2865641547703209,0.2949720859793997,0.2918761839192035,0.6593531280815934
Translesion Synthesis (GO:0019985),0.2815529084799583,0.2972787676551901,0.2990130027111484,0.2865641547703209,0.2949720859793997,0.2918761839192035,0.7571822858119218
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012),0.2815529084799583,0.2972787676551901,0.2990130027111484,0.2865641547703209,0.2949720859793997,0.2918761839192035,0.7571822858119218
Negative Regulation Of Protein Depolymerization (GO:1901880),0.2815529084799583,0.2972787676551901,0.2990130027111484,0.2865641547703209,0.2949720859793997,0.2918761839192035,0.7571822858119218
Glycosaminoglycan Metabolic Process (GO:0030203),0.2225199577663345,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.29212587730849415,0.6064936075172899
Protein-Containing Complex Assembly (GO:0065003),0.3065696653694766,0.3336436574838112,0.3338917567155493,0.254257592398799,0.2353457425764912,0.2927416829088255,0.6395811809624362
Protein Secretion (GO:0009306),0.4414268352656967,0.2578876981353985,0.2649396075491865,0.2499695964040942,0.253854916493796,0.29361573076963443,0.4474848022536893
RNA Splicing (GO:0008380),0.2803547520208039,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.3012799837730466,0.29480397956285304,0.2116886582055866
Liver Development (GO:0001889),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.2342726838472414,0.2353457425764912,0.29503458656994397,0.3386036590903055
Regulation Of Microtubule Depolymerization (GO:0031114),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.7645072413143242
