Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Regulation Of Organelle Organization (GO:0033043),0.2023927729532229,0.4786894764086608,0.3704539124165178,0.3287212448547357,0.2160050895428984,0.3192524992352071,3.2033058592965486e-08
Ribosomal Large Subunit Assembly (GO:0000027),0.3986044283886762,0.1657376958886049,0.2195221401903448,0.4148375163874555,0.4071857247025869,0.32117750111153365,0.1638269855382891
Negative Regulation Of Cell Projection Organization (GO:0031345),0.3096734949586517,0.2952437953906638,0.3617876192342685,0.3244348193962048,0.3175761676142172,0.3217431793188012,0.5336187519713783
Negative Regulation Of Coagulation (GO:0050819),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.8168002065377724
Organophosphate Catabolic Process (GO:0046434),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.8168002065377724
Positive Regulation Of Sodium Ion Transport (GO:0010765),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.8168002065377724
Response To Interleukin-6 (GO:0070741),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9967595229812664
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.5554089925266257
Relaxation Of Cardiac Muscle (GO:0055119),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.8168002065377724
Neutrophil Mediated Immunity (GO:0002446),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.5554089925266257
Macrophage Migration (GO:1905517),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9999975905668662
Dendrite Self-Avoidance (GO:0070593),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9999975905668662
Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.8168002065377724
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9999975905668662
Secretion (GO:0046903),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9999975905668662
Response To Muramyl Dipeptide (GO:0032495),0.3124029748213394,0.3043948605558224,0.352173946624612,0.3244348193962048,0.3175761676142172,0.32219655380243917,0.9999975905668662
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),0.2660063474102529,0.2586020164658617,0.3137720815926903,0.272150762324842,0.5080110541821262,0.32370845239515467,0.1289676339987742
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),0.4002362314246956,0.2612766391530985,0.2849877597564428,0.4406727305139421,0.2340666577414605,0.32424800371792795,5.127202132747842e-13
Import Into Cell (GO:0098657),0.2663995967014778,0.2586020164658617,0.5463642166247297,0.2778419627895021,0.2730499195280258,0.32445154242191937,0.4095174895890134
Positive Regulation Of Gene Expression (GO:0010628),0.2765637030553481,0.3272589158869237,0.2678154888710213,0.3808439921864276,0.370111430380088,0.3245187060759617,0.1112910204210404
Negative Regulation Of Response To External Stimulus (GO:0032102),0.2990543297148689,0.4275258326503803,0.3624815554531542,0.3124867791257766,0.2211156981345873,0.32453283901575347,0.9999975905668662
Endocytic Recycling (GO:0032456),0.3655169708950622,0.2208116213521369,0.4115469156354805,0.3835030231841633,0.2433932533245014,0.3249543568782688,0.0387446228291469
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.1345694642935705,0.370111430380088,0.3252592529489113,0.6448131917255384
Regulation Of Protein Kinase B Signaling (GO:0051896),0.2806837443631529,0.3998186512135178,0.3395597904901375,0.4322252419130462,0.1854706680098392,0.32755161919793874,0.8950586249543655
Histone H4 Acetylation (GO:0043967),0.2721745155370648,0.500925565562192,0.3137720815926903,0.2779706939243566,0.2730499195280258,0.32757855522886586,0.0005621264920118116
L-alpha-amino Acid Transmembrane Transport (GO:1902475),0.2721745155370648,0.2612766391530985,0.5571889686636763,0.2779706939243566,0.2730499195280258,0.3283321473612444,0.4536628736945592
Regulation Of Cell-Matrix Adhesion (GO:0001952),0.3655169708950622,0.3609523034129283,0.4167777968550259,0.2515515007536736,0.2494401243775789,0.3288477392588538,0.001374098615205
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),0.2721745155370648,0.2601964621920627,0.3137720815926903,0.2779706939243566,0.5209339921220167,0.3290095490736382,0.9071602091859388
Actin Filament Capping (GO:0051693),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.1403361294260832,0.3727038662668838,0.3291161158306032,0.1855147168912652
Barbed-End Actin Filament Capping (GO:0051016),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.1403361294260832,0.3727038662668838,0.3291161158306032,0.1855147168912652
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.1403361294260832,0.3727038662668838,0.3291161158306032,0.9999975905668662
Regulation Of Stress Fiber Assembly (GO:0051492),0.4068362319134042,0.3963430996014553,0.461268804042887,0.2696062064460308,0.1152699321644254,0.32986485483364053,0.0002894380762639184
Positive Regulation Of Cell Adhesion (GO:0045785),0.2847474924034427,0.2701733217256088,0.3375331895961797,0.4714190698525113,0.2867831666166017,0.33013124803886884,0.5554089925266257
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),0.2721745155370648,0.506247456620661,0.3220808121654139,0.2779706939243566,0.2730499195280258,0.33030467955510445,0.1377983148844888
Ureteric Bud Morphogenesis (GO:0060675),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.1363257846401936,0.3304738782568812,0.9999975905668662
Negative Regulation Of Protein Kinase Activity (GO:0006469),0.2847474924034427,0.2701733217256088,0.3375331895961797,0.2936944364094738,0.466603447620142,0.3305503775509694,0.0322949404602781
Visual Perception (GO:0007601),0.3139005636038279,0.3036592786863196,0.3730005218625711,0.3352014162956961,0.3286099468055986,0.33087434545080263,0.9999975905668662
Negative Regulation Of Protein Phosphorylation (GO:0001933),0.2175064772847765,0.2882885822249815,0.3704539124165178,0.3201120267406653,0.4596778645457556,0.3312077726425393,1.2306202537357265e-06
Regulation Of Lymphocyte Proliferation (GO:0050670),0.3655169708950622,0.1317738349154762,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.3319138008827288,0.9999975905668662
Stem Cell Differentiation (GO:0048863),0.2727631109406818,0.2612766391530985,0.3220808121654139,0.5364967698009407,0.2776111659341539,0.33404569959885777,0.2695507511486014
Negative Regulation Of Secretion (GO:0051048),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.9999975905668662
Regulation Of ERBB Signaling Pathway (GO:1901184),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.1003273709305048
Microvillus Organization (GO:0032528),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.0201224646357592
Response To Nerve Growth Factor (GO:1990089),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.2499425415592895
Clathrin Coat Assembly (GO:0048268),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.2499425415592895
Negative Regulation Of Receptor Internalization (GO:0002091),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.2499425415592895
Peptidyl-Methionine Modification (GO:0018206),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.0201224646357592
Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.2499425415592895
Relaxation Of Muscle (GO:0090075),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.3388195367210067,0.333050562960416,0.3349006428917393,0.9369591190932004
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),0.3237740375685655,0.3089621499713662,0.3704539124165178,0.3388195367210067,0.333050562960416,0.33501203992757445,0.9630628650868328
Negative Regulation Of Metabolic Process (GO:0009892),0.3237740375685655,0.3089621499713662,0.3704539124165178,0.3388195367210067,0.333050562960416,0.33501203992757445,0.2712163126797451
Negative Regulation Of Peptidase Activity (GO:0010466),0.3533176080001682,0.3414858983553809,0.4025933935990568,0.2208232440259357,0.361988962271115,0.33604182125033133,0.9999975905668662
Water Transport (GO:0006833),0.3729298989398013,0.368466685214867,0.4115469156354805,0.1497287104045991,0.3794760720936548,0.3364296564576805,0.9999975905668662
Fluid Transport (GO:0042044),0.3729298989398013,0.368466685214867,0.4115469156354805,0.1497287104045991,0.3794760720936548,0.3364296564576805,0.9999975905668662
Inorganic Cation Import Across Plasma Membrane (GO:0098659),0.3239065546993719,0.3063123447309225,0.3828030718663027,0.3400873239665416,0.3343211819895602,0.33748609545053976,0.9999975905668662
Intracellular Protein Transport (GO:0006886),0.3063850210299118,0.2869788102071574,0.4922572441912856,0.4322252419130462,0.1703421243620116,0.33763768834068253,1.2748075991077093e-15
Regulation Of B Cell Differentiation (GO:0045577),0.3729298989398013,0.368466685214867,0.4115469156354805,0.3919710159308848,0.1462747501830799,0.3382378531808227,0.9999975905668662
Regulation Of Viral Genome Replication (GO:0045069),0.2444024045664082,0.2340550245938219,0.2970676199562382,0.2535523112426453,0.663584060904161,0.3385322842526549,0.9263830807161916
Embryonic Digestive Tract Development (GO:0048566),0.3729298989398013,0.1390809803090051,0.4115469156354805,0.3919710159308848,0.3794760720936548,0.3390009765817653,0.1485276808001292
Regulation Of Acute Inflammatory Response (GO:0002673),0.3729298989398013,0.1390809803090051,0.4115469156354805,0.3919710159308848,0.3794760720936548,0.3390009765817653,0.9999975905668662
Negative Regulation Of Neuron Projection Development (GO:0010977),0.3239065546993719,0.3159448439624069,0.3739851113743372,0.3436941408341596,0.3379405342426111,0.33909423702257735,0.9313050099042688
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),0.1442861654597806,0.368466685214867,0.4115469156354805,0.3919710159308848,0.3794760720936548,0.33914937086693353,0.4748886252250558
Negative Regulation Of Inflammatory Response (GO:0050728),0.3459251705643983,0.3349708035253218,0.4060713091520586,0.3703568519363876,0.2522847672208826,0.34192178047980976,0.9917233750362968
Positive Regulation Of Fat Cell Differentiation (GO:0045600),0.3096734949586517,0.2952437953906638,0.3617876192342685,0.5863708573628833,0.1581621006937472,0.3422475735280429,0.1291571266408371
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.2138459848842811,0.3484198153161668,0.4060713091520586,0.3760617351129154,0.3679136829614929,0.342462505485383,0.00015471687214571302
Negative Regulation Of BMP Signaling Pathway (GO:0030514),0.2847474924034427,0.2729037015523408,0.3280254012974909,0.5468879397883625,0.2846906760335171,0.3434510422150308,0.4465647527506875
Negative Regulation Of Defense Response (GO:0031348),0.3497175426783173,0.3391190420995849,0.4060713091520586,0.3708872478318048,0.2522847672208826,0.34361598179652963,0.6717233541232421
Pyruvate Metabolic Process (GO:0006090),0.1530977594657682,0.2952437953906638,0.3617876192342685,0.3244348193962048,0.5840098473540873,0.3437147681681985,0.3966346650132464
Response To Lipopolysaccharide (GO:0032496),0.3239065546993719,0.3084887309659703,0.3940728898357298,0.3496708562191385,0.3431692579202724,0.3438616579280966,0.9999975905668662
Sensory Organ Development (GO:0007423),0.382407389380575,0.3764723097513632,0.4416802848272093,0.2589979257632418,0.2608084982336051,0.3440732815911988,0.9999975905668662
Positive Regulation Of Lamellipodium Organization (GO:1902745),0.2444024045664082,0.4536116514354573,0.2970676199562382,0.2535523112426453,0.4724325906716381,0.34421331557447743,0.0558226080563098
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.9999975905668662
Renal Water Homeostasis (GO:0003091),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.9999975905668662
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.9999975905668662
Glucosamine-Containing Compound Metabolic Process (GO:1901071),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.9999975905668662
Lipoprotein Biosynthetic Process (GO:0042158),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.014086668970637
Positive Regulation Of Exosomal Secretion (GO:1903543),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.3966346650132464
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.0746286429351834
Synaptic Vesicle Membrane Organization (GO:0048499),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.8700913184557386
Regulation Of Macrophage Differentiation (GO:0045649),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.8700913184557386
Positive Regulation Of Transporter Activity (GO:0032411),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.8700913184557386
Protein Localization To Vacuole (GO:0072665),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.2016054613384853
Mammary Gland Epithelium Development (GO:0061180),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.3966346650132464
Serine Family Amino Acid Metabolic Process (GO:0009069),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.3966346650132464
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273),0.3361614924431235,0.3289369640731461,0.3704539124165178,0.3503821840322976,0.3431692579202724,0.3458207621770715,0.9999975905668662
Neuron Projection Development (GO:0031175),0.2847474924034427,0.2639609414529796,0.352173946624612,0.4182202718097066,0.4109586116789533,0.3460122527939388,0.4337733676383196
Activation Of Adenylate Cyclase Activity (GO:0007190),0.3804239450610489,0.1486918160024458,0.4214928040613102,0.3989932410111697,0.3881824394452557,0.34755684911624607,0.9999975905668662
Gene Expression (GO:0010467),0.2010068865108383,0.1815172962063218,0.0642140051721291,0.4943740871167019,0.8012336255603131,0.3484691801132608,3.2765181435993305e-20
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),0.2268509772288702,0.6256518021915227,0.4115469156354805,0.2421582139361787,0.2395014113556583,0.3491418640695421,2.0565897160531904e-05
Negative Regulation Of Gene Expression (GO:0010629),0.3239065546993719,0.3036592786863196,0.4060713091520586,0.4531033733213178,0.270933788595159,0.3515348608908454,1.807086182902818e-05
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),0.4695579285875622,0.2491905321731405,0.2970676199562382,0.4893482223500014,0.2620675283378309,0.3534463662809546,0.0001226136166250741
Erythrocyte Differentiation (GO:0030218),0.5621949793139165,0.5554880514636028,0.352173946624612,0.1578158367521477,0.1538021935137992,0.3562950015336156,0.1485276808001292
Pigment Granule Transport (GO:0051904),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.1592291679634951
Negative Regulation Of Immune Effector Process (GO:0002698),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.9999975905668662
Nucleotide-Sugar Biosynthetic Process (GO:0009226),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.0099049733859215
Receptor Catabolic Process (GO:0032801),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.1592291679634951
Melanosome Transport (GO:0032402),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.1592291679634951
T Cell Homeostasis (GO:0043029),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.7800210182711762
Ceramide Catabolic Process (GO:0046514),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.9740059004558012
Epiboly Involved In Wound Healing (GO:0090505),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.3219742274843729
Regulation Of Clathrin-Dependent Endocytosis (GO:2000369),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.5554089925266257
Membrane Repolarization During Action Potential (GO:0086011),0.3459251705643983,0.3391190420995849,0.3828030718663027,0.3617345050942872,0.3522766079344648,0.3563716795118076,0.9999975905668662
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),0.2582045096571445,0.6744451380350069,0.3097750624308215,0.1246534656342275,0.4156230036412761,0.3565402358796953,0.004270297054446
Zinc Ion Transmembrane Transport (GO:0071577),0.3887336620786742,0.3853753090981643,0.2091447002978271,0.4056981934169505,0.3960715924165138,0.35700469146162594,0.2016054613384853
Memory (GO:0007613),0.3459251705643983,0.3349708035253218,0.3940728898357298,0.3617345050942872,0.3522766079344648,0.3577959953908404,0.9999975905668662
Response To Organic Cyclic Compound (GO:0014070),0.3459251705643983,0.3349708035253218,0.3940728898357298,0.3617345050942872,0.3522766079344648,0.3577959953908404,0.9999975905668662
Negative Regulation Of Binding (GO:0051100),0.2794847467762146,0.2612766391530985,0.3280254012974909,0.464382878761659,0.4596778645457556,0.35856950610684374,0.3370567652251923
Mitochondrion Organization (GO:0007005),0.3361614924431235,0.4637507392208301,0.3062119912998911,0.3556321885086559,0.3487523747136919,0.36210175723723853,0.0014006670859245
Regulation Of Cellular Senescence (GO:2000772),0.2595953851285229,0.2509922591865688,0.3062119912998911,0.5009455478693887,0.4959327852534773,0.36273559374756975,0.2636837339568588
Protein Targeting To Mitochondrion (GO:0006626),0.3485232715754471,0.3391190420995849,0.4025933935990568,0.3703488454405895,0.359984191499575,0.36411374884285064,0.0002759919416909993
Response To Unfolded Protein (GO:0006986),0.5341367260294978,0.5269475308360312,0.1715756242772202,0.2991836480095655,0.2922000470168197,0.36480871523382685,0.0017740255928853
Establishment Of Melanosome Localization (GO:0032401),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.1283070905260715
Nuclear Migration (GO:0007097),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.0069034579616178
Neuron Projection Organization (GO:0106027),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.7005333496573494
Glycoprotein Catabolic Process (GO:0006516),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.7005333496573494
"Synaptic Transmission, Cholinergic (GO:0007271)",0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.9999975905668662
Prostanoid Metabolic Process (GO:0006692),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.9999975905668662
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.7005333496573494
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.1283070905260715
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.9999975905668662
Regulation Of Presynapse Assembly (GO:1905606),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.9999975905668662
Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.4748886252250558
Regulation Of Presynapse Organization (GO:0099174),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.9999975905668662
Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.3533176080001682,0.3484198153161668,0.3940728898357298,0.3708872478318048,0.361988962271115,0.3657373046509969,0.1283070905260715
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.3533176080001682,0.3414858983553809,0.4025933935990568,0.3708872478318048,0.361988962271115,0.3660546220115052,0.2577919063545828
Response To Retinoic Acid (GO:0032526),0.3533176080001682,0.3414858983553809,0.4025933935990568,0.3708872478318048,0.361988962271115,0.3660546220115052,0.4571609239656174
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),0.4366758847911775,0.4323222592947702,0.2814831662272286,0.2338595713355452,0.4462671032802355,0.3661215969857914,0.0057017638712659
Regulation Of Actin Filament-Based Process (GO:0032970),0.2459925698369887,0.3764723097513632,0.2974179458274246,0.2589979257632418,0.6756562252108568,0.370907395277975,3.5134810932956933e-05
Glycerophospholipid Metabolic Process (GO:0006650),0.361479683782161,0.3492538491950939,0.4060713091520586,0.3808439921864276,0.370111430380088,0.3735520529391659,0.7168229134673743
Heart Looping (GO:0001947),0.5035142545583244,0.2586020164658617,0.3137720815926903,0.5204192568060361,0.2730499195280258,0.3738715057901877,0.0253901337445256
Positive Regulation Of Binding (GO:0051099),0.2934764745203327,0.2745474154909001,0.3435990183926291,0.4821539675247158,0.4776401001406277,0.3742833952138411,0.0110698883839587
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),0.4083355132131677,0.1735994528105207,0.4494032343684678,0.424836045857806,0.4156230036412761,0.3743594499782476,0.4147663271780651
Cellular Lipid Catabolic Process (GO:0044242),0.4083355132131677,0.1735994528105207,0.4494032343684678,0.424836045857806,0.4156230036412761,0.3743594499782476,0.0589930899997644
Negative Regulation Of Lymphocyte Activation (GO:0051250),0.4083355132131677,0.1735994528105207,0.4494032343684678,0.424836045857806,0.4156230036412761,0.3743594499782476,0.9999975905668662
Intracellular Zinc Ion Homeostasis (GO:0006882),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.2197511562549558
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.2197511562549558
Filopodium Assembly (GO:0046847),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.2197511562549558
Negative Regulation Of Fibroblast Proliferation (GO:0048147),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.2197511562549558
Positive Chemotaxis (GO:0050918),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.8435166442284473
Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.1011446330380207
Positive Regulation Of Glial Cell Differentiation (GO:0045687),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.8435166442284473
Amyloid Precursor Protein Metabolic Process (GO:0042982),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.0297070357030623
Detection Of Visible Light (GO:0009584),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.9999975905668662
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.0297070357030623
Response To Acidic pH (GO:0010447),0.3624814218007278,0.3565405546711134,0.4025933935990568,0.3808439921864276,0.370111430380088,0.3745141585274827,0.9999975905668662
Morphogenesis Of An Epithelium (GO:0002009),0.4465085021357315,0.4423452906143089,0.4887496979816935,0.2515515007536736,0.2494401243775789,0.3757190231725972,0.584857028661328
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),0.414651780738086,0.4041370498444367,0.3395597904901375,0.4370210811499476,0.2846906760335171,0.37601207565122496,2.5233218360748144e-05
Positive Regulation Of Neuron Projection Development (GO:0010976),0.2934764745203327,0.4536116514354573,0.3502683422636871,0.3037180775827517,0.479520004335617,0.37611891002756914,0.7005277425872015
Cell-Cell Signaling By Wnt (GO:0198738),0.4083355132131677,0.4045929074795925,0.2303504893801401,0.424836045857806,0.4156230036412761,0.37674759191439644,0.0042507850737391
Zinc Ion Transport (GO:0006829),0.4083355132131677,0.4045929074795925,0.2303504893801401,0.424836045857806,0.4156230036412761,0.37674759191439644,0.1399764642352677
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),0.3459251705643983,0.3349708035253218,0.2970676199562382,0.5468927567135783,0.359984191499575,0.3769681084518223,0.0689820212589093
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.9369591190932004
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.9369591190932004
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.077806714060706
Protein Import Into Mitochondrial Matrix (GO:0030150),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.1855147168912652
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.9999975905668662
Establishment Of Vesicle Localization (GO:0051650),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.077806714060706
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),0.3655169708950622,0.3609523034129283,0.4060713091520586,0.3835030231841633,0.3727038662668838,0.37774949458221924,0.077806714060706
