Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Secretion (GO:0046903),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.999997650764369
Positive Regulation Of Sodium Ion Transport (GO:0010765),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.8837594889067201
Vascular Process In Circulatory System (GO:0003018),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Relaxation Of Cardiac Muscle (GO:0055119),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Regulation Of Tube Diameter (GO:0035296),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Nuclear Body Organization (GO:0030575),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.1662497669284963
Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Neutrophil Mediated Immunity (GO:0002446),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Fatty Acid Elongation (GO:0030497),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.1662497669284963
Aspartate Family Amino Acid Metabolic Process (GO:0009066),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.0406300655397692
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.999997650764369
Adipose Tissue Development (GO:0060612),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.6281550808436639
Dendrite Self-Avoidance (GO:0070593),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.999997650764369
Negative Regulation Of Locomotion (GO:0040013),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.3561868189788333
"Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)",0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.3561868189788333
Early Endosome To Golgi Transport (GO:0034498),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.3561868189788333
Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3688490866978122,0.3561868189788333
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3763636025993837,0.3676673226251037,0.36908880454062076,0.1020925008020469
Cytoplasmic Microtubule Organization (GO:0031122),0.3633042908534462,0.3685095004534801,0.3695993061716901,0.3763636025993837,0.3676673226251037,0.36908880454062076,0.0043292998154945
Regulation Of Exocytosis (GO:0017157),0.3952294649373764,0.4000205465150384,0.4009388299258777,0.4063419264360072,0.2501549935308396,0.3705371522690279,0.6131737928514581
Cytosolic Transport (GO:0016482),0.3398106044672654,0.343643898735836,0.3397749573783302,0.4897525325273469,0.3410257309655854,0.37080154481487276,0.0005109251416145201
Regulation Of Inflammatory Response (GO:0050727),0.363848543922185,0.3733589212046739,0.3695993061716901,0.3851585574637775,0.3682079296163023,0.3720346516757258,0.999997650764369
Protein Homooligomerization (GO:0051260),0.3406577985414298,0.343643898735836,0.4854561188451319,0.3500250239665342,0.3424686793381154,0.37245030388540945,0.999997650764369
Transepithelial Transport (GO:0070633),0.4175250536681141,0.4212159561412334,0.1749931904164332,0.4288156870926202,0.4225677746522707,0.3730235323941343,0.999997650764369
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),0.3243689074424234,0.3249209307370466,0.5613876116735066,0.3324058610529223,0.3240568809756234,0.3734280383763045,0.999997650764369
Nuclear Export (GO:0051168),0.37329408381061,0.3793438622653046,0.3783184690607055,0.3875233786155468,0.3772982547339586,0.37915560969722506,0.0223305542101601
Regulation Of Nitrogen Compound Metabolic Process (GO:0051171),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.992466519249961
Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.992466519249961
Monoacylglycerol Metabolic Process (GO:0046462),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.992466519249961
Killing By Host Of Symbiont Cells (GO:0051873),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.999997650764369
GTP Metabolic Process (GO:0046039),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.3036022959723437
Relaxation Of Muscle (GO:0090075),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.992466519249961
Cellular Response To Arsenic-Containing Substance (GO:0071243),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.3036022959723437
Regulation Of Lamellipodium Organization (GO:1902743),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.3036022959723437
Acute-Phase Response (GO:0006953),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.999997650764369
Positive Regulation Of Leukocyte Degranulation (GO:0043302),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.999997650764369
Regulation Of Epithelial Cell Migration (GO:0010632),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.0007942364191723464
ATP Transport (GO:0015867),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.992466519249961
Myeloid Dendritic Cell Activation (GO:0001773),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.999997650764369
Microvillus Organization (GO:0032528),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.0299073996780844
Clathrin Coat Assembly (GO:0048268),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.1321049047111134
Negative Regulation Of Secretion (GO:0051048),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.999997650764369
Dicarboxylic Acid Metabolic Process (GO:0043648),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.1291722373973438
Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.0299073996780844
Regulation Of ERBB Signaling Pathway (GO:1901184),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.1321049047111134
Peptidyl-Methionine Modification (GO:0018206),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.0299073996780844
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.80700492896284
Negative Regulation Of Receptor Internalization (GO:0002091),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.0299073996780844
Negative Regulation Of Cell Projection Organization (GO:0031345),0.3770251189470561,0.3807266162254927,0.384818078623229,0.3875233786155468,0.3812371154118816,0.38226606156464127,0.281839044337375
Cellular Response To Hypoxia (GO:0071456),0.4704356928714019,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.4749497340291813,0.382546381636451,0.0093912298095362
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),0.3770251189470561,0.3824480583293289,0.384818078623229,0.391724377186999,0.3812371154118816,0.3834505496996989,0.3897194278487833
DNA Metabolic Process (GO:0006259),0.3596464917906661,0.3684478990902527,0.3565477506344878,0.4726440062892925,0.3625148685055625,0.3839602032620523,7.843979357705725e-15
Cellular Response To Decreased Oxygen Levels (GO:0036294),0.4716776164463747,0.321135139960038,0.3240528436728234,0.3324058610529223,0.4764450875776534,0.38514330974196237,0.0077566149275667
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),0.3819180846129231,0.3880617451601663,0.3873516248144354,0.3957690386692734,0.3861254375684016,0.38784518616503993,0.3398257597108625
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),0.3819180846129231,0.3880617451601663,0.3873516248144354,0.3957690386692734,0.3861254375684016,0.38784518616503993,0.1747437433844581
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),0.3819180846129231,0.3880617451601663,0.3873516248144354,0.3957690386692734,0.3861254375684016,0.38784518616503993,0.999997650764369
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),0.3819180846129231,0.388410139533931,0.3873516248144354,0.39673680064784,0.3861254375684016,0.3881084174355062,0.2338712806933917
Regulation Of Protein Metabolic Process (GO:0051246),0.3819180846129231,0.388410139533931,0.3873516248144354,0.39673680064784,0.3861254375684016,0.3881084174355062,0.0551106244455073
Nucleic Acid Metabolic Process (GO:0090304),0.3031303295749353,0.2984029362717244,0.3059550069631941,0.5233609834041427,0.5187587565022663,0.38992160254325253,0.1904197999359415
Apoptotic Process (GO:0006915),0.4482664592406065,0.3487033134334801,0.3453131784157348,0.3593237214403995,0.450970166040389,0.390515367714122,0.0464541251042789
Neuron Projection Development (GO:0031175),0.3065702250173741,0.3807266162254927,0.5006032327369132,0.3875233786155468,0.3812371154118816,0.3913321136014417,0.0551106244455073
Striated Muscle Tissue Development (GO:0014706),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.725487854300617
Positive Regulation Of Exosomal Secretion (GO:1903543),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.2499445170073298
2-Oxoglutarate Metabolic Process (GO:0006103),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.4709804273552053
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.4709804273552053
Regulation Of Extracellular Matrix Disassembly (GO:0010715),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.4709804273552053
Serine Family Amino Acid Metabolic Process (GO:0009069),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.4709804273552053
Positive Regulation Of Acute Inflammatory Response (GO:0002675),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Regulation Of ATP Biosynthetic Process (GO:2001169),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.725487854300617
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Regulation Of Endothelial Cell Chemotaxis (GO:2001026),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.2499445170073298
Phagolysosome Assembly (GO:0001845),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.938775989612843
Synaptic Vesicle Membrane Organization (GO:0048499),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.938775989612843
Aminoglycan Catabolic Process (GO:0006026),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.938775989612843
Regulation Of Sequestering Of Triglyceride (GO:0010889),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.725487854300617
Glucosamine-Containing Compound Metabolic Process (GO:1901071),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Positive Regulation Of Transporter Activity (GO:0032411),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.725487854300617
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.021661526334346
Stress Fiber Assembly (GO:0043149),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.1020925008020469
Positive Regulation Of Cellular Catabolic Process (GO:0031331),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.0050945005751041
Contractile Actin Filament Bundle Assembly (GO:0030038),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.1020925008020469
Negative Regulation Of Blood Pressure (GO:0045776),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Lipoprotein Biosynthetic Process (GO:0042158),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.021661526334346
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.1020925008020469
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.1020925008020469
Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.1020925008020469
Renal Water Homeostasis (GO:0003091),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Negative Regulation Of Response To Stimulus (GO:0048585),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.3036022959723437
Negative Regulation Of Response To External Stimulus (GO:0032102),0.3864938390185425,0.3909389347637356,0.3924028554577971,0.39673680064784,0.3913058516594647,0.391575656309476,0.999997650764369
Regulation Of Macromolecule Biosynthetic Process (GO:0010556),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.0035148941833378
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.0035148941833378
Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.0427626463405343
Negative Regulation Of Metabolic Process (GO:0009892),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.5091167269591782
Negative Regulation Of Viral Genome Replication (GO:0045071),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.999997650764369
Positive Regulation Of Chemokine Production (GO:0032722),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.999997650764369
mRNA Stabilization (GO:0048255),0.3867365049658975,0.3931831427560408,0.3924028554577971,0.3999940842896354,0.3923060506808245,0.3929245276300391,0.3871212849035406
Glutamate Metabolic Process (GO:0006536),0.4355704687042266,0.2065478801203373,0.4405815175147797,0.4449143928986944,0.4383358898163929,0.3931900298108862,0.3036022959723437
Xenobiotic Transport (GO:0042908),0.4355704687042266,0.4381562788149158,0.2104487051521351,0.4449143928986944,0.4383358898163929,0.39348514707727295,0.999997650764369
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),0.4464442000175218,0.3048660683747633,0.4509346932252677,0.3164734382391654,0.4491438833248602,0.3935724566363157,0.4274027089012877
Protein Localization To Organelle (GO:0033365),0.3633042908534462,0.3685095004534801,0.5075000259597018,0.3751650133853411,0.366215801000083,0.3961389263304104,0.0002916189439541979
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),0.3952294649373764,0.4000205465150384,0.4009388299258777,0.4063419264360072,0.4012902756782102,0.40076420869850204,0.0674933282593032
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),0.3952294649373764,0.4000205465150384,0.4009388299258777,0.4063419264360072,0.4012902756782102,0.40076420869850204,0.999997650764369
Negative Regulation Of Neuron Projection Development (GO:0010977),0.3952294649373764,0.4000205465150384,0.4009388299258777,0.4063419264360072,0.4012902756782102,0.40076420869850204,0.6131737928514581
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),0.3952294649373764,0.4000205465150384,0.4009388299258777,0.4063419264360072,0.4012902756782102,0.40076420869850204,0.3443238534161388
Endosomal Transport (GO:0016197),0.349104870502212,0.3540638457067852,0.4710874277014232,0.4808689606581364,0.3509147807162897,0.4012079770569693,7.985598027136468e-05
"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.6281550808436639
Phagosome Maturation (GO:0090382),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.6281550808436639
Negative Regulation Of Platelet Activation (GO:0010544),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.3897194278487833
Epiboly Involved In Wound Healing (GO:0090505),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.3897194278487833
Membrane Repolarization During Action Potential (GO:0086011),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.999997650764369
Dendritic Cell Chemotaxis (GO:0002407),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.999997650764369
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.2074328447599278
Histone H4-K8 Acetylation (GO:0043982),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.0152493639773787
Negative Regulation Of Immune Effector Process (GO:0002698),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.999997650764369
Glycosaminoglycan Catabolic Process (GO:0006027),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.8586579534944165
Receptor Catabolic Process (GO:0032801),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.0752248531049298
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.0752248531049298
Cellular Response To Sterol (GO:0036315),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.8586579534944165
Histone H4-K5 Acetylation (GO:0043981),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.0152493639773787
T Cell Homeostasis (GO:0043029),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.8586579534944165
Intracellular Sterol Transport (GO:0032366),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.8586579534944165
Regulation Of Clathrin-Dependent Endocytosis (GO:2000369),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4063419264360072,0.401507189446879,0.4013790041588221,0.8586579534944165
Cell-Matrix Adhesion (GO:0007160),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.314198633850701,0.4017307138025612,0.690806012927661
Visual Perception (GO:0007601),0.3956658121549518,0.4000205465150384,0.403359546241234,0.4081369197690003,0.401507189446879,0.4017380028254207,0.999997650764369
Cellular Response To Organic Cyclic Compound (GO:0071407),0.3997145504867033,0.4074214417398726,0.403359546241234,0.4175727568565197,0.4055933906112577,0.4067323371871175,0.999997650764369
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),0.3997145504867033,0.4074214417398726,0.403359546241234,0.4175727568565197,0.4055933906112577,0.4067323371871175,0.999997650764369
Regulation Of Cellular Component Organization (GO:0051128),0.4054268278589714,0.4117174910576178,0.4084585115721669,0.4187173228569757,0.4113784032502706,0.41113971131920046,0.004907854122319
Cellular Response To Peptide (GO:1901653),0.4068902114331893,0.4117174910576178,0.4132667393560942,0.4187173228569757,0.4128519736394209,0.4126887476686596,0.7467282167696248
Regulation Of Endothelial Cell Proliferation (GO:0001936),0.3727560645104346,0.3793438622653046,0.5509174565356666,0.3875233786155468,0.3772117673812536,0.4135505058616412,0.3561868189788333
Negative Regulation Of Chemokine Production (GO:0032682),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Regulation Of Stem Cell Proliferation (GO:0072091),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.3184647924801201
Neuron Projection Organization (GO:0106027),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.5651494027889774
Regulation Of Fibrinolysis (GO:0051917),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Glycoprotein Catabolic Process (GO:0006516),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.5651494027889774
Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Positive Regulation Of Collagen Metabolic Process (GO:0010714),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.1693932570761999
Prostanoid Metabolic Process (GO:0006692),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Regulation Of Transforming Growth Factor Beta Production (GO:0071634),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.7885146784688537
Cellular Response To Gamma Radiation (GO:0071480),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.1693932570761999
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.9688080936887008
"Synaptic Transmission, Cholinergic (GO:0007271)",0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Nuclear Migration (GO:0007097),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.0576991328449809
Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.0576991328449809
Regulation Of Secretion (GO:0051046),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Regulation Of Interleukin-1 Production (GO:0032652),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
Pharyngeal System Development (GO:0060037),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.0576991328449809
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.1693932570761999
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.999997650764369
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",0.4087250992841899,0.4117174910576178,0.4154299928862742,0.4187173228569757,0.4144917643673377,0.41381633409047913,0.1693932570761999
Myeloid Cell Differentiation (GO:0030099),0.4087962215216306,0.413334949388722,0.4154299928862742,0.4219027252116021,0.4145530306108144,0.41480338392380867,0.1856128765728314
Positive Regulation Of Cell Motility (GO:2000147),0.4329871137067802,0.335841226979833,0.4327886280087348,0.4449143928986944,0.4363264614471577,0.41657156460823996,0.2074328447599278
Cellular Response To Organonitrogen Compound (GO:0071417),0.4120441473651336,0.4178064722374182,0.4154299928862742,0.4276450030899758,0.4178357717953584,0.4181522774748321,0.80700492896284
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.3633042908534462,0.3685095004534801,0.6274356805143746,0.3763636025993837,0.3676673226251037,0.4206560794091576,0.999997650764369
Response To Organic Cyclic Compound (GO:0014070),0.4175250536681141,0.4212159561412334,0.422450447508902,0.4288156870926202,0.4225677746522707,0.42251498381262803,0.999997650764369
Memory (GO:0007613),0.4175250536681141,0.4212159561412334,0.422450447508902,0.4288156870926202,0.4225677746522707,0.42251498381262803,0.999997650764369
Inorganic Anion Transport (GO:0015698),0.4175250536681141,0.4212159561412334,0.422450447508902,0.4288156870926202,0.4225677746522707,0.42251498381262803,0.999997650764369
